world,policy,eval_seed,sensor_noise_std,steps,population_size,mean_fitness,best_fitness,mean_food_hits,mean_toxin_hits,survival_rate,cue_action_coverage,oracle_action_agreement,mean_action_magnitude,fitness_per_unit_action
moving_toxins,direct_sensor_oracle,44,0.05,480,10000,0.8479999899864197,34.0,12.002399444580078,11.154399871826172,0.6560999751091003,1.0,1.0,1.0,0.8479999899864197
moving_toxins,base_adapter,44,0.05,480,10000,1.636199951171875,33.0,24.276899337768555,22.64069938659668,0.651199996471405,1.0,0.6400420833333333,1.0,1.636199951171875
moving_toxins,augmented_adapter,44,0.05,480,10000,1.6294000148773193,38.0,24.33009910583496,22.700698852539062,0.6536999940872192,1.0,0.6489904166666667,1.0,1.6294000148773193
moving_toxins,fixed_motor_spiking,45,0.05,480,10000,-7.613199710845947,12.0,9.199299812316895,16.8125,0.07840000092983246,0.058814375,0.32751346928365727,0.05957153645833333,-127.79928407874652
moving_toxins,fixed_analog_cardinal,45,0.05,480,10000,0.25540000200271606,50.0,96.12870025634766,95.87329864501953,0.5217999815940857,0.7427297916666666,0.25447203068186247,0.7427297916666666,0.34386664553956425
moving_toxins,random_cardinal,45,0.05,480,10000,0.5720999836921692,42.0,84.19609832763672,83.6240005493164,0.5396999716758728,1.0,0.250104375,1.0,0.5720999836921692
moving_toxins,direct_sensor_oracle,45,0.05,480,10000,1.0794999599456787,35.0,22.30699920654297,21.22749900817871,0.6435999870300293,1.0,1.0,1.0,1.0794999599456787
moving_toxins,base_adapter,45,0.05,480,10000,1.4000999927520752,35.0,30.2466983795166,28.846599578857422,0.6280999779701233,1.0,0.6407277083333334,1.0,1.4000999927520752
moving_toxins,augmented_adapter,45,0.05,480,10000,1.2918999195098877,41.0,23.312299728393555,22.02039909362793,0.6297999620437622,1.0,0.6579347916666667,1.0,1.2918999195098877
moving_toxins,fixed_motor_spiking,46,0.05,480,10000,-7.421999931335449,17.0,18.038999557495117,25.46099853515625,0.13419999182224274,0.065385625,0.3307588632822581,0.06625524088541666,-112.02132589286373
moving_toxins,fixed_analog_cardinal,46,0.05,480,10000,0.8395999670028687,48.0,97.71979522705078,96.88019561767578,0.5418999791145325,0.74293875,0.25203345049193715,0.74293875,1.1301065760843254
