generation,mean_best_fitness,std_best_fitness,min_best_fitness,max_best_fitness,mean_population_fitness,mean_active_synapses
202,25.3,1.3374935098492586,23.0,27.0,-0.0016699995845556258,81.88563766479493
203,25.3,1.3374935098492586,23.0,27.0,0.026210001576691865,81.94070892333984
204,25.3,1.3374935098492586,23.0,27.0,0.03358999975025654,82.02240905761718
205,25.3,1.3374935098492586,23.0,27.0,-0.039449996501207354,82.10586776733399
206,25.3,1.3374935098492586,23.0,27.0,-0.005479996651411056,82.16114730834961
207,25.3,1.3374935098492586,23.0,27.0,0.0742099978029728,82.20482788085937
208,25.3,1.3374935098492586,23.0,27.0,-0.07478999998420477,82.27710723876953
209,25.3,1.3374935098492586,23.0,27.0,0.19121999591588973,82.31691818237304
210,25.3,1.3374935098492586,23.0,27.0,-0.004840002488344907,82.35478897094727
211,25.3,1.3374935098492586,23.0,27.0,0.0023800022900104523,82.41421737670899
212,25.3,1.3374935098492586,23.0,27.0,0.1513699997216463,82.45473709106446
213,25.3,1.3374935098492586,23.0,27.0,0.11203999295830727,82.4809783935547
214,25.3,1.3374935098492586,23.0,27.0,-0.08320999480783939,82.52710800170898
215,25.3,1.3374935098492586,23.0,27.0,-0.10881000012159348,82.592578125
216,25.3,1.3374935098492586,23.0,27.0,0.07929999865591526,82.63040771484376
217,25.3,1.3374935098492586,23.0,27.0,0.043960002809762956,82.69386825561523
218,25.3,1.3374935098492586,23.0,27.0,-0.05809000395238399,82.73335800170898
219,25.4,1.2649110640673518,23.0,27.0,0.1444799927994609,82.78462753295898
220,25.4,1.2649110640673518,23.0,27.0,0.0731299988925457,82.84752655029297
221,25.4,1.2649110640673518,23.0,27.0,0.03202999755740166,82.8936279296875
222,25.4,1.2649110640673518,23.0,27.0,-0.055010001407936215,82.95253829956054
223,25.4,1.2649110640673518,23.0,27.0,-0.033779995236545804,83.0312286376953
224,25.4,1.2649110640673518,23.0,27.0,0.12665999922901391,83.05278854370117
225,25.4,1.2649110640673518,23.0,27.0,-0.19715999050531535,83.08440856933593
226,25.4,1.2649110640673518,23.0,27.0,0.1155600018799305,83.15306701660157
227,25.4,1.2649110640673518,23.0,27.0,0.008599997404962778,83.16833724975587
228,25.4,1.2649110640673518,23.0,27.0,0.01129000298678875,83.20650863647461
229,25.4,1.2649110640673518,23.0,27.0,-0.01420999988913536,83.23149642944335
230,25.4,1.2649110640673518,23.0,27.0,0.016919995471835137,83.25488815307617
231,25.4,1.2649110640673518,23.0,27.0,0.12692999877035618,83.3041763305664
232,25.4,1.2649110640673518,23.0,27.0,-0.01801999667659402,83.38855743408203
233,25.4,1.2649110640673518,23.0,27.0,-0.19278998747467996,83.46092834472657
234,25.4,1.2649110640673518,23.0,27.0,-0.004920003563165664,83.51566772460937
235,25.4,1.2649110640673518,23.0,27.0,-0.007210004329681397,83.55355834960938
236,25.4,1.2649110640673518,23.0,27.0,0.036039999127388,83.5769775390625
237,25.4,1.2649110640673518,23.0,27.0,0.288779998710379,83.62437744140625
238,25.4,1.2649110640673518,23.0,27.0,0.06735999584197998,83.6768585205078
239,25.4,1.2649110640673518,23.0,27.0,0.044539997121319175,83.69245758056641
240,25.4,1.2649110640673518,23.0,27.0,0.033460000157356264,83.72530899047851
241,25.4,1.2649110640673518,23.0,27.0,-0.006919997604563832,83.79707794189453
242,25.4,1.2649110640673518,23.0,27.0,-0.169279994815588,83.79238739013672
243,25.4,1.2649110640673518,23.0,27.0,-0.08657000086968765,83.8252082824707
244,25.4,1.2649110640673518,23.0,27.0,-0.09270999170839786,83.8665672302246
245,25.4,1.2649110640673518,23.0,27.0,0.06672000074759125,83.91563873291015
246,25.4,1.2649110640673518,23.0,27.0,-0.03626999706029892,83.95740814208985
247,25.4,1.2649110640673518,23.0,27.0,0.1706199962645769,84.01372833251953
248,25.4,1.2649110640673518,23.0,27.0,0.09060999676585198,84.03701782226562
249,25.4,1.2649110640673518,23.0,27.0,-0.07664999654516577,84.06538848876953
250,25.4,1.2649110640673518,23.0,27.0,0.06783999912440777,84.10594787597657
251,25.4,1.2649110640673518,23.0,27.0,-0.010690000001341104,84.11293869018554
252,25.4,1.2649110640673518,23.0,27.0,0.05365000069141388,84.14107818603516
253,25.4,1.2649110640673518,23.0,27.0,0.09367999476380647,84.1878776550293
254,25.4,1.2649110640673518,23.0,27.0,0.002980002015829086,84.2297981262207
255,25.4,1.2649110640673518,23.0,27.0,0.18198999762535095,84.28229751586915
256,25.4,1.2649110640673518,23.0,27.0,-0.13544999733567237,84.31609954833985
257,25.4,1.2649110640673518,23.0,27.0,-0.11416000016033649,84.35275726318359
258,25.4,1.2649110640673518,23.0,27.0,-0.20205999417230486,84.39708709716797
259,25.4,1.2649110640673518,23.0,27.0,0.20080999918282033,84.41704788208008
260,25.4,1.2649110640673518,23.0,27.0,-0.08124999552965165,84.45360794067383
261,25.4,1.2649110640673518,23.0,27.0,0.07269999552518129,84.46590728759766
262,25.4,1.2649110640673518,23.0,27.0,-0.04467999767512083,84.46397705078125
263,25.4,1.2649110640673518,23.0,27.0,-0.19018000103533267,84.4740982055664
264,25.4,1.2649110640673518,23.0,27.0,0.0930999968200922,84.49076766967774
265,25.4,1.2649110640673518,23.0,27.0,0.0014999981969594956,84.48972854614257
266,25.5,1.2692955176439846,23.0,27.0,-0.061130001209676266,84.49206771850587
267,25.5,1.2692955176439846,23.0,27.0,0.12566999401897191,84.51068801879883
268,25.5,1.2692955176439846,23.0,27.0,-0.05059999665245414,84.57191848754883
